Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.2%,0.1,0,0,-,-,0.1,0,0.1,0%,0%,0%,0%,0%,"0%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),31.3%,16.4,18.9,1.151,68%,Very Good,7.3,9.1,16.4,55.4%,55.4%,0%,6.8%,6.8%,"55.4%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,4.7%,2.5,2.2,0.871,30%,Below Average,1.4,1.1,2.5,43.5%,43.5%,0%,1.6%,1.6%,"43.5%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.1%,<0.1,0,0,-,-,<0.1,0,<0.1,0%,0%,0%,0%,0%,"0%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,34.5%,18,17.1,0.949,28%,Below Average,12.3,5.8,18,31.9%,47.5%,0%,0%,0%,"31.9%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,61.2%,11,9.8,0.888,30%,Below Average,7.8,3.3,11,29.7%,44.4%,0%,0%,0%,"29.7%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,38.8%,7,7.3,1.046,38%,Average,4.5,2.5,7,35.4%,52.3%,0%,0%,0%,"35.4%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,19.6%,10.3,7.5,0.728,31%,Average,7.1,3.2,10.3,31.1%,35.8%,0%,1.2%,1.2%,"31.1%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),18.8%,5.8,3.8,0.662,25%,Below Average,3.9,1.9,5.8,32.4%,32.4%,0%,1.4%,1.4%,"32.4%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),10.6%,3.3,1.9,0.573,20%,Below Average,2.4,0.9,3.3,28%,28%,0%,1.2%,1.2%,"28%
"
Lakeland (WI) Muskies,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),70.6%,21.8,21.6,0.991,44%,Average,14.6,7.2,21.8,33%,49.5%,0%,0%,0%,"33%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Overall,100%,80.9,71.4,0.883,51%,Good,33,26.1,59.1,44.1%,49.8%,16.7%,12.9%,9%,"40.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Transition,14.5%,11.7,12.2,1.041,76%,Very Good,4,4.3,8.3,52%,57.6%,14.8%,17.7%,15.5%,"49.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Overall Half Court,85.5%,69.2,59.2,0.856,49%,Average,29.1,21.8,50.9,42.8%,48.6%,17%,12%,7.9%,"39.3%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,3.5%,2.9,1.4,0.494,7%,Poor,2,0.5,2.5,20.9%,23.9%,7.8%,6.5%,5.2%,"23.4%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),7.8%,5.4,4.4,0.814,45%,Average,2.4,1.8,4.1,42.9%,46.9%,15.2%,9%,5.5%,"37.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),4.4%,3.1,2,0.639,14%,Poor,1.6,0.8,2.4,32.3%,34.6%,16.9%,6%,3.6%,"30.1%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,After Time Outs,12.7%,8.8,7.1,0.814,41%,Average,3.9,2.8,6.7,42%,45.9%,17.3%,8.9%,6.8%,"38%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Against Man,93.6%,64.7,55,0.85,49%,Average,27.4,20.2,47.6,42.4%,48.2%,16.9%,12.2%,8.1%,"39.1%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Against Zone,6.4%,4.4,4.2,0.95,63%,Good,1.7,1.6,3.3,48.3%,54.5%,17.5%,10%,5.8%,"43.3%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Overall Offense,Press Offense,7.5%,5.2,4.1,0.786,38%,Average,1.8,1.3,3.1,42.9%,48.8%,25.7%,16.4%,7.1%,"37.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Spot Up,23%,18.6,17,0.916,55%,Good,10.6,6,16.7,36.2%,47.9%,6.8%,4.6%,3.6%,"35.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Transition,14.5%,11.7,12.2,1.041,76%,Very Good,4,4.3,8.3,52%,57.6%,14.8%,17.7%,15.5%,"49.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,P&R Ball Handler,10.3%,8.4,5.5,0.655,20%,Below Average,3.9,2.2,6,36.2%,39%,21.2%,8%,6.6%,"31.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Post-Up,9.9%,8,7.9,0.977,88%,Excellent,2.6,3.3,6,55.9%,55.9%,13.8%,14.3%,9.2%,"51.2%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Off Screen,8.2%,6.6,5.7,0.866,47%,Average,3.6,2,5.6,36.4%,45%,9.5%,8.4%,6.7%,"35.2%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Cut,7.7%,6.3,7,1.124,67%,Very Good,1.9,3,4.9,61.1%,61.1%,10.1%,16.6%,16%,"56.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),6%,4.9,5.1,1.038,43%,Average,1.9,2.1,4,51.9%,51.9%,7.6%,18.2%,17.4%,"50.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Isolation,5.1%,4.1,3.3,0.786,51%,Good,2,1.1,3.1,34.5%,37.5%,12.5%,17%,10.7%,"37.5%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,P&R Roll Man,3.2%,2.6,2.8,1.087,73%,Very Good,1.1,1.1,2.2,51.7%,56.7%,8.7%,11.6%,11.6%,"47.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Hand Off,2.6%,2.1,1.4,0.696,25%,Below Average,1.1,0.4,1.6,28.6%,34.5%,16.1%,10.7%,10.7%,"30.4%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Play Types,Miscellaneous,9.4%,7.6,3.5,0.461,47%,Average,0.4,0.5,0.9,56.5%,60.9%,64.1%,25.7%,3.4%,"26.2%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,6.5%,5.2,4.5,0.858,60%,Good,2.6,1.5,4.1,36.9%,43.2%,11.3%,13.5%,8.5%,"38.3%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,19.3%,15.6,12.4,0.794,33%,Average,7.6,4.9,12.5,39.1%,44.2%,14.5%,7.8%,7.1%,"35.5%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,13.4%,10.8,10.7,0.99,85%,Excellent,4.1,4.4,8.6,51.7%,55%,11.3%,11.3%,7.5%,"48.6%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,1.3%,1.1,1.2,1.138,79%,Very Good,0.6,0.4,1,44.4%,61.1%,6.9%,0%,0%,"41.4%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,During Pass Out Situations,P&R BH - Defense Commits,11%,8.9,7,0.78,42%,Average,3.8,2.7,6.5,41.7%,49.1%,23.2%,7.1%,6.2%,"32.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,During Pass Out Situations,Post-Up - Defense Commits,3.4%,2.8,2.9,1.027,52%,Good,1.5,1.1,2.6,42.3%,52.8%,4%,2.7%,2.7%,"41.3%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,During Trapping Situations,P&R BH - Traps,0.2%,0.2,0.3,1.8,-,-,0,0.1,0.1,100%,133.3%,40%,20%,20%,"60%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,During Trapping Situations,Post-Up - Hard Double,3.2%,2.6,2,0.746,36%,Average,1.2,0.8,2,38.9%,44.4%,19.7%,5.6%,5.6%,"33.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots,51.2%,26,22.1,0.848,15%,Below Average,18,8.1,26,31%,42.2%,0%,0.6%,0.6%,"31%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,3.3%,1.7,0.6,0.378,11%,Poor,1.4,0.3,1.7,15.6%,18.9%,0%,0%,0%,"15.6%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Runner,6.3%,3.2,3.1,0.965,93%,Excellent,1.7,1.5,3.2,46.5%,46.5%,0%,4.7%,4.7%,"46.5%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.1%,0.1,0.1,1,-,-,<0.1,<0.1,0.1,50%,50%,0%,0%,0%,"50%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),30.8%,15.7,18.7,1.191,81%,Very Good,6.8,8.9,15.7,56.7%,56.7%,0%,8%,8%,"56.7%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,11.7%,6,6.8,1.143,90%,Excellent,2.6,3.3,6,55.9%,55.9%,0%,3.1%,3.1%,"55.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.5%,0.3,0.3,1,-,-,0.1,0.1,0.3,42.9%,42.9%,0%,14.3%,14.3%,"42.9%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,31.5%,16,15.8,0.984,39%,Average,10.7,5.3,16,33%,49.1%,0%,0.5%,0.5%,"33%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,53.1%,8.5,7.7,0.909,39%,Average,5.9,2.6,8.5,30.4%,45.2%,0%,0.9%,0.9%,"30.4%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,46.9%,7.5,8,1.069,43%,Average,4.8,2.7,7.5,36%,53.4%,0%,0%,0%,"36%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,16.1%,8.2,5.2,0.633,9%,Poor,5.8,2.4,8.2,29%,31.7%,0%,0.5%,0.5%,"29%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),17.5%,4.6,2.7,0.593,11%,Poor,3.2,1.3,4.6,29.3%,29.3%,0%,1.6%,1.6%,"29.3%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),10.1%,2.6,1.8,0.676,44%,Average,1.7,0.9,2.6,33.8%,33.8%,0%,0%,0%,"33.8%
"
Benedictine (IL) Eagles,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),72.4%,18.9,17.6,0.933,22%,Below Average,13,5.9,18.9,31%,46.6%,0%,0.4%,0.4%,"31%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Overall,100%,84.8,79.5,0.937,17%,Below Average,33.2,29,62.3,46.6%,53.5%,16.8%,12.1%,7.6%,"42.2%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Transition,15.3%,13,15.9,1.226,0%,Poor,3.8,6.3,10,62.5%,69.5%,13.4%,12.5%,9.2%,"55.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Overall Half Court,84.7%,71.8,63.6,0.885,35%,Average,29.5,22.8,52.2,43.6%,50.4%,17.5%,12.1%,7.3%,"39.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Short Shot Clock <4 Seconds,4.1%,3.5,2.5,0.714,48%,Average,2.1,0.9,3,29.9%,35.7%,8.8%,7.7%,3.3%,"31.9%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Out of Bounds (End),8.8%,6.3,4.2,0.665,94%,Excellent,3.2,1.3,4.5,29.7%,36.4%,18.3%,11%,9.1%,"29.3%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Out of Bounds (Side),3.5%,2.5,2.3,0.923,22%,Below Average,1,0.9,1.9,46%,54%,13.8%,10.8%,6.2%,"40%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,After Time Outs,12.7%,9.2,7.9,0.861,46%,Average,3.7,3.2,6.9,45.8%,52%,18.1%,7.6%,4.2%,"38.7%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Man Defense,90.7%,65.2,57,0.874,38%,Average,26.7,20.3,47,43.3%,49.7%,17.7%,12.5%,7.6%,"39.7%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Zone Defense,9.3%,6.7,6.6,0.994,25%,Below Average,2.8,2.4,5.2,46.3%,57.4%,15.6%,7.5%,4.6%,"41%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Overall Defense,Press Defense,3.5%,2.5,2.3,0.924,31%,Average,0.7,0.7,1.3,50%,55.9%,22.7%,25.8%,4.5%,"45.5%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Spot Up,27.4%,23.2,21.7,0.934,40%,Average,12.5,7.6,20.1,37.9%,50.1%,9.4%,5.3%,4.1%,"36.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Transition,15.3%,13,15.9,1.226,0%,Poor,3.8,6.3,10,62.5%,69.5%,13.4%,12.5%,9.2%,"55.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,P&R Ball Handler,9.1%,7.7,6.6,0.851,22%,Below Average,2.7,2.3,5.1,46.2%,51.5%,23.9%,13.9%,9.5%,"39.3%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Cut,8.6%,7.3,7.6,1.048,64%,Good,2.5,3.3,5.7,57%,57%,11.1%,12.2%,11.1%,"53.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Off Screen,7.2%,6.1,5.8,0.949,33%,Average,3.1,2.2,5.3,41.3%,51.1%,8.9%,6.3%,4.4%,"39.2%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Post-Up,6.4%,5.5,4.8,0.873,41%,Average,1.7,1.9,3.6,52.7%,52.7%,21.1%,16.2%,11.3%,"44.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Offensive Rebounds (put backs),5.8%,4.9,5.4,1.11,32%,Average,1.7,2.2,3.9,55.4%,55.9%,6.3%,19.7%,15%,"53.5%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Isolation,5.3%,4.5,3.5,0.776,52%,Good,2,1.2,3.3,37.6%,41.2%,17.2%,12.9%,9.5%,"36.2%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,P&R Roll Man,3.4%,2.8,2.8,1,46%,Average,1.3,1,2.3,44.3%,46.7%,6.8%,16.2%,13.5%,"47.3%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Hand Off,2.8%,2.4,1.6,0.661,87%,Excellent,1.2,0.5,1.8,30.4%,37%,19.4%,6.5%,6.5%,"29%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Play Types,Miscellaneous,8.8%,7.5,3.8,0.515,31%,Average,0.7,0.5,1.2,41.9%,45.2%,57.2%,27.3%,2.6%,"28.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Offense Including Passes,Isolations Including Passes,7.6%,6.5,5.4,0.833,49%,Average,3,1.9,4.9,39.1%,44.1%,15.5%,11.3%,8.3%,"37.5%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Offense Including Passes,Pick and Rolls Including Passes,19.6%,16.6,14.8,0.889,34%,Average,7.2,5.4,12.6,42.8%,49.5%,16.2%,10.9%,8.1%,"39.6%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Offense Including Passes,Post-Ups Including Passes,8.7%,7.4,6.7,0.906,41%,Average,2.8,2.6,5.4,48.6%,52.1%,16.7%,12.5%,8.9%,"43.2%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,During Pass Out Situations,ISO - Defense Commits,2.4%,2,1.9,0.962,51%,Good,1,0.7,1.7,41.9%,50%,11.5%,7.7%,5.8%,"40.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,During Pass Out Situations,P&R BH - Defense Commits,12.7%,10.7,8.5,0.789,62%,Good,4.5,3,7.5,40.5%,48.2%,22.6%,9.3%,5.7%,"34.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,During Pass Out Situations,Post-Up - Defense Commits,2.3%,1.9,1.9,1,54%,Good,1.1,0.7,1.8,40.4%,51.1%,4%,2%,2%,"40%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,During Trapping Situations,P&R BH - Traps,0.5%,0.4,0.6,1.5,4%,Poor,0.2,0.2,0.3,55.6%,61.1%,0%,30%,20%,"60%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,During Trapping Situations,Post-Up - Hard Double,2.2%,1.8,1.3,0.688,74%,Very Good,0.8,0.5,1.3,38.2%,47.1%,25%,4.2%,4.2%,"29.2%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots,54.3%,28.3,27.5,0.97,35%,Average,18.2,10.1,28.3,35.7%,48.3%,0%,0.4%,0.4%,"35.7%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,3.6%,1.9,1,0.51,73%,Very Good,1.5,0.3,1.9,18.4%,25.5%,0%,0%,0%,"18.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Runner,5.7%,3,2.3,0.766,43%,Average,1.9,1.1,3,36.4%,36.4%,0%,6.5%,6.5%,"36.4%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.3%,0.2,0.1,0.5,-,-,0.1,<0.1,0.2,25%,25%,0%,0%,0%,"25%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),33.2%,17.3,20.2,1.162,32%,Average,7.7,9.7,17.3,55.9%,55.9%,0%,6.7%,6.7%,"55.9%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups,6.8%,3.6,3.8,1.075,24%,Below Average,1.7,1.9,3.6,52.7%,52.7%,0%,4.3%,4.3%,"52.7%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.2%,0.1,0.2,2,-,-,0,0.1,0.1,100%,100%,0%,0%,0%,"100%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Catch and Shoot - Half Court,Catch and Shoot,38%,19.8,20.2,1.016,55%,Good,12.9,7,19.8,35.1%,50.8%,0%,0%,0%,"35.1%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Catch and Shoot - Half Court,Guarded,48.1%,9.5,8.2,0.859,83%,Excellent,6.7,2.8,9.5,29.8%,42.9%,0%,0%,0%,"29.8%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Catch and Shoot - Half Court,Unguarded,51.9%,10.3,12,1.16,30%,Below Average,6.2,4.1,10.3,39.9%,58%,0%,0%,0%,"39.9%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,13.8%,7.2,6.1,0.846,28%,Below Average,4.5,2.7,7.2,37.2%,41.8%,0%,1.1%,1.1%,"37.2%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Jump Shot Range - half court,Short (<17'),14.2%,4,3.2,0.781,42%,Average,2.5,1.5,4,38.1%,38.1%,0%,1.9%,1.9%,"38.1%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),11%,3.1,2.8,0.914,7%,Poor,1.7,1.4,3.1,45.7%,45.7%,0%,0%,0%,"45.7%
"
Wisconsin Lutheran Warriors,2019-2-12,Defensive,Jump Shot Range - half court,Long (3 point jump shots),74.8%,21.2,21.5,1.015,50%,Average,14,7.2,21.2,33.8%,50.6%,0%,0.2%,0.2%,"33.8%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Overall,100%,85.4,82.5,0.967,88%,Excellent,35.6,29.4,65.1,45.2%,53.2%,13.6%,12%,9.3%,"43.2%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Transition,20.7%,17.7,18.2,1.027,70%,Very Good,7.4,6.5,14,46.7%,55.4%,12.2%,11.3%,10.2%,"44.8%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Overall Half Court,79.3%,67.7,64.4,0.951,88%,Excellent,28.2,22.9,51.1,44.8%,52.6%,14%,12.2%,9.1%,"42.7%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,3.5%,3,2.7,0.893,92%,Excellent,1.6,0.8,2.4,34.4%,41.8%,8%,12%,6.7%,"38.7%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),6.8%,4.6,4,0.861,60%,Good,2.2,1.5,3.7,39.8%,46.2%,11.3%,10.4%,10.4%,"38.3%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),4%,2.7,3.2,1.194,99%,Excellent,1,1.1,2.2,51.9%,63.9%,10.4%,11.9%,10.4%,"50.7%
"
Aurora University,2019-2-12,Offensive,Overall Offense,After Time Outs,13.6%,9.2,8.5,0.926,77%,Very Good,4,2.9,6.9,41.6%,48.6%,11.7%,14.3%,12.6%,"43.5%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Against Man,96.2%,65.1,60.9,0.935,86%,Excellent,27.4,21.6,49,44.1%,51.5%,14%,12.5%,9.3%,"42.3%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Against Zone,3.8%,2.6,3.5,1.338,99%,Excellent,0.8,1.3,2.2,61.1%,77.8%,15.4%,4.6%,4.6%,"52.3%
"
Aurora University,2019-2-12,Offensive,Overall Offense,Press Offense,4.5%,3,2.5,0.829,50%,Average,1.3,0.8,2.2,38.9%,47.2%,17.1%,13.2%,2.6%,"35.5%
"
Aurora University,2019-2-12,Offensive,Play Types,Spot Up,28%,23.9,24.9,1.044,92%,Excellent,11.8,8.5,20.2,41.9%,55.5%,7.9%,8%,7%,"41.9%
"
Aurora University,2019-2-12,Offensive,Play Types,Transition,20.7%,17.7,18.2,1.027,70%,Very Good,7.4,6.5,14,46.7%,55.4%,12.2%,11.3%,10.2%,"44.8%
"
Aurora University,2019-2-12,Offensive,Play Types,P&R Ball Handler,9%,7.7,6.6,0.855,80%,Very Good,3.6,2.6,6.1,41.8%,46.1%,14%,8.8%,8.3%,"39.4%
"
Aurora University,2019-2-12,Offensive,Play Types,Isolation,8%,6.8,5.6,0.824,64%,Good,3,2,5,40.8%,42.4%,13.5%,16.5%,14.1%,"40%
"
Aurora University,2019-2-12,Offensive,Play Types,Cut,7%,6,7.6,1.282,96%,Excellent,1.6,3.2,4.8,65.8%,65.8%,5.4%,18.8%,18.8%,"65.8%
"
Aurora University,2019-2-12,Offensive,Play Types,Off Screen,6.8%,5.8,5.4,0.932,65%,Very Good,3.2,2,5.2,38.8%,50.8%,8.9%,2.7%,2.1%,"36.3%
"
Aurora University,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),5.6%,4.8,5.6,1.168,83%,Excellent,1.3,2.2,3.4,62.8%,63.4%,9.2%,21%,18.5%,"60.5%
"
Aurora University,2019-2-12,Offensive,Play Types,Post-Up,4.5%,3.9,2.8,0.732,22%,Below Average,1.7,1.1,2.8,39.4%,39.4%,17.5%,11.3%,11.3%,"37.1%
"
Aurora University,2019-2-12,Offensive,Play Types,P&R Roll Man,1.4%,1.2,0.9,0.733,12%,Poor,0.6,0.4,1,36%,44%,16.7%,0%,0%,"30%
"
Aurora University,2019-2-12,Offensive,Play Types,Hand Off,1.4%,1.2,1,0.897,69%,Very Good,0.6,0.4,1,37.5%,47.9%,10.3%,10.3%,6.9%,"34.5%
"
Aurora University,2019-2-12,Offensive,Play Types,Miscellaneous,7.6%,6.5,3.8,0.593,84%,Excellent,0.9,0.7,1.6,43.6%,47.4%,51.2%,26.5%,3.7%,"31.5%
"
Aurora University,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,12.2%,10.4,9.4,0.897,75%,Very Good,4.6,3.3,7.9,42.1%,47.7%,11.9%,15.3%,13.4%,"41.8%
"
Aurora University,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,14.8%,12.6,11.4,0.908,76%,Very Good,6,4.4,10.4,42.5%,49.4%,12.1%,6.7%,5.7%,"39.7%
"
Aurora University,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,6%,5.1,3.9,0.766,21%,Below Average,2.4,1.6,4,39.4%,40.9%,14.8%,9.4%,9.4%,"37.5%
"
Aurora University,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,4.3%,3.6,3.8,1.033,62%,Good,1.6,1.3,2.9,44.4%,56.9%,8.8%,13.2%,12.1%,"45.1%
"
Aurora University,2019-2-12,Offensive,During Pass Out Situations,P&R BH - Defense Commits,6.7%,5.7,4.9,0.866,70%,Very Good,2.4,1.9,4.3,43.5%,54.2%,21.1%,3.5%,1.4%,"35.2%
"
Aurora University,2019-2-12,Offensive,During Pass Out Situations,Post-Up - Defense Commits,1.5%,1.2,1.1,0.871,26%,Below Average,0.7,0.4,1.1,39.3%,44.6%,6.5%,3.2%,3.2%,"38.7%
"
Aurora University,2019-2-12,Offensive,During Trapping Situations,P&R BH - Traps,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Aurora University,2019-2-12,Offensive,During Trapping Situations,Post-Up - Hard Double,0.7%,0.6,0.3,0.571,14%,Poor,0.2,0.1,0.4,33.3%,33.3%,28.6%,7.1%,7.1%,"28.6%
"
